p_id2,start_year,season_days_injured,total_days_injured,season_minutes_played,season_games_played,season_matches_in_squad,total_minutes_played,total_games_played,dob,height_cm,weight_kg,nationality,work_rate,pace,physic,fifa_rating,position
dannywelbeck,2018,203,408,182.0,8,10,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward
dannywelbeck,2019,103,408,888.0,18,20,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward
dannywelbeck,2020,42,408,1617.0,24,26,4773.0,94,1990-11-26,185.0,73.0,England,High/High,81.33333333333333,75.5,78.0,Forward
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder
dannywilliams,2017,183,366,1206.0,20,26,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1989-03-08,182.0,78.0,United States,Medium/Medium,75.0,80.0,70.5,Midfielder
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder
dannywilliams,2018,183,366,106.0,5,10,1312.0,25,1988-01-25,185.0,77.0,England,Medium/Medium,69.5,56.0,62.25,Midfielder
darrenrandolph,2020,88,88,285.0,3,27,2565.0,27,1987-05-12,187.0,78.66666666666667,Republic of Ireland,Medium/Medium,,,73.33333333333333,Goalkeeper
darrongibson,2016,52,127,671.0,12,13,671.0,12,1987-10-25,180.0,79.6,Republic of Ireland,Medium/Medium,52.4,69.4,72.2,Midfielder
daryljanmaat,2016,78,446,1672.0,27,27,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender
daryljanmaat,2017,26,446,1917.0,23,35,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender
daryljanmaat,2018,97,446,1602.0,18,22,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender
daryljanmaat,2019,92,446,638.0,8,12,5829.0,76,1989-07-22,185.0,80.0,Netherlands,High/Medium,71.16666666666667,77.5,76.66666666666667,Defender
davidbrooks,2018,88,483,2338.0,30,33,2854.0,39,1997-07-08,179.6,61.2,Wales,Medium/Medium,70.0,59.0,68.6,Midfielder
davidbrooks,2019,325,483,516.0,9,9,2854.0,39,1997-07-08,179.6,61.2,Wales,Medium/Medium,70.0,59.0,68.6,Midfielder
davidbutton,2018,41,41,380.0,4,29,475.0,5,1989-02-27,191.0,78.5,England,Medium/Medium,,,68.16666666666667,Goalkeeper
davidezappacosta,2018,35,351,145.0,4,23,1315.0,26,1992-06-11,182.5,70.33333333333333,Italy,High/High,79.33333333333333,73.66666666666667,77.66666666666667,Defender
davidmartin,2019,24,24,460.0,5,13,460.0,5,1986-01-22,187.33333333333334,86.33333333333333,England,Medium/Medium,,,66.66666666666667,Goalkeeper
davidmcgoldrick,2019,60,78,1889.0,28,29,4410.0,63,1987-11-29,183.0,74.0,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72.0,Midfielder
davidmcgoldrick,2020,18,78,2521.0,35,37,4410.0,63,1987-11-29,183.0,74.0,Republic of Ireland,Medium/Medium,68.5,68.16666666666667,72.0,Midfielder
davidospina,2016,24,144,152.0,2,34,557.0,7,1988-08-31,183.0,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper
davidospina,2017,31,144,405.0,5,34,557.0,7,1988-08-31,183.0,79.66666666666667,Colombia,Medium/Medium,,,78.83333333333333,Goalkeeper
davidsilva,2017,11,140,2555.0,29,30,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder
davidsilva,2018,33,140,2504.0,33,35,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder
davidsilva,2019,29,140,1907.0,27,33,9854.0,123,1986-12-13,174.5,74.5,Colombia,High/Medium,72.0,74.0,72.33333333333333,Midfielder
davyklaassen,2017,15,38,270.0,7,12,270.0,7,1993-02-21,179.33333333333334,70.66666666666667,Netherlands,High/High,69.66666666666667,76.5,79.5,Midfielder
deandreyedlin,2017,43,327,3012.0,34,35,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666667,72.66666666666667,73.83333333333333,Defender
deandreyedlin,2018,18,327,2640.0,29,34,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666667,72.66666666666667,73.83333333333333,Defender
deandreyedlin,2019,184,327,999.0,16,25,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666667,72.66666666666667,73.83333333333333,Defender
deandreyedlin,2020,44,327,457.0,6,9,7108.0,85,1993-07-09,172.5,73.16666666666667,United States,High/Medium,92.66666666666667,72.66666666666667,73.83333333333333,Defender
deanhenderson,2020,29,29,1190.0,13,38,4610.0,49,1997-03-12,190.0,84.0,England,Medium/Medium,,,68.2,Goalkeeper
deanmarney,2016,337,371,1845.0,21,21,1845.0,21,1984-01-31,182.2,73.2,England,Medium/High,61.2,76.4,70.0,Midfielder
deanmarney,2017,34,371,0.0,0,11,1845.0,21,1984-01-31,182.2,73.2,England,Medium/High,61.2,76.4,70.0,Midfielder
dejanlovren,2016,7,269,2689.0,29,31,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender
dejanlovren,2017,13,269,2259.0,29,34,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender
dejanlovren,2018,138,269,1041.0,13,19,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender
dejanlovren,2019,51,269,822.0,10,20,6811.0,81,1989-07-05,188.0,84.0,Croatia,Medium/High,55.8,79.8,80.6,Defender
delealli,2016,10,194,3172.0,37,37,10743.0,138,1996-04-11,187.83333333333334,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder
delealli,2017,13,194,3075.0,36,36,10743.0,138,1996-04-11,187.83333333333334,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder
delealli,2018,104,194,1898.0,25,25,10743.0,138,1996-04-11,187.83333333333334,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder
delealli,2019,49,194,1939.0,25,28,10743.0,138,1996-04-11,187.83333333333334,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder
delealli,2020,18,194,659.0,15,23,10743.0,138,1996-04-11,187.83333333333334,78.16666666666667,England,High/Medium,73.5,76.5,80.66666666666667,Midfielder
demaraigray,2018,31,31,2072.0,34,35,5756.0,121,1996-06-28,179.66666666666666,71.33333333333333,England,Medium/Medium,88.33333333333333,54.333333333333336,72.83333333333333,Forward
demeacoduhaney,2018,72,72,45.0,1,2,45.0,1,1998-10-13,180.0,70.0,England,High/Medium,71.0,64.0,61.0,Defender
denisodoi,2018,15,31,2744.0,31,34,3029.0,34,1988-05-27,178.33333333333334,69.33333333333333,Belgium,High/High,82.0,70.0,71.0,Defender
dennispraet,2019,4,154,1205.0,27,34,1948.0,42,1994-05-14,181.0,78.0,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder
dennispraet,2020,85,154,743.0,15,25,1948.0,42,1994-05-14,181.0,78.0,Belgium,High/Medium,71.66666666666667,65.33333333333333,76.5,Midfielder
dennissrbeny,2019,86,153,78.0,8,18,78.0,8,1994-05-05,190.0,83.0,Germany,High/Medium,65.25,70.0,66.0,Forward
diafrasakho,2016,337,477,191.0,4,5,550.0,18,1989-12-24,184.0,79.0,Senegal,High/Medium,74.6,72.2,74.8,Forward
diafrasakho,2017,18,477,359.0,14,18,550.0,18,1989-12-24,184.0,79.0,Senegal,High/Medium,74.6,72.2,74.8,Forward
dieumercimbokani,2016,146,266,808.0,12,17,808.0,12,1985-11-22,185.0,73.0,DR Congo,High/Medium,72.33333333333333,76.0,78.33333333333333,Forward
dimitripayet,2016,14,118,1587.0,18,18,1587.0,18,1987-03-29,175.0,77.0,France,High/Low,73.83333333333333,68.33333333333333,83.0,Midfielder
divockorigi,2016,14,44,1581.0,34,38,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward
divockorigi,2017,18,44,14.0,1,2,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward
divockorigi,2019,12,44,804.0,28,37,3022.0,84,1995-04-18,186.0,75.0,Belgium,High/Medium,82.66666666666667,73.0,77.33333333333333,Forward
domingosquina,2018,91,184,366.0,8,19,404.0,12,1999-11-18,175.0,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder
domingosquina,2019,36,184,38.0,4,16,404.0,12,1999-11-18,175.0,65.75,Portugal,Medium/Medium,71.25,47.75,64.25,Midfielder
dominicsolanke,2018,157,201,382.0,10,11,2826.0,63,1997-09-14,186.0,77.5,England,High/Medium,71.16666666666667,63.166666666666664,68.83333333333333,Forward
donnyvandebeek,2020,14,78,601.0,19,34,601.0,19,1997-04-18,183.33333333333334,74.33333333333333,Netherlands,Medium/Medium,65.16666666666667,73.33333333333333,75.5,Midfielder
duncanwatmore,2016,286,732,1060.0,14,14,1060.0,14,1994-03-08,175.0,72.0,England,High/Medium,79.8,57.8,67.2,Forward
dusantadic,2016,25,36,2496.0,33,33,5374.0,69,1988-11-20,181.0,76.0,Serbia,Medium/Medium,69.66666666666667,67.0,80.83333333333333,Midfielder
dwightgayle,2017,15,299,2061.0,35,36,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.166666666666664,74.0,Forward
dwightgayle,2019,156,299,908.0,20,27,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.166666666666664,74.0,Forward
dwightgayle,2020,97,299,580.0,18,27,3549.0,73,1990-10-17,175.5,74.83333333333333,England,Medium/Medium,82.33333333333333,60.166666666666664,74.0,Forward
dwightmcneil,2019,21,41,3501.0,38,38,8387.0,96,1999-11-22,183.0,68.66666666666667,England,High/High,74.66666666666667,63.666666666666664,71.33333333333333,Midfielder
dwightmcneil,2020,20,41,3231.0,36,36,8387.0,96,1999-11-22,183.0,68.66666666666667,England,High/High,74.66666666666667,63.666666666666664,71.33333333333333,Midfielder
eberechieze,2020,166,166,2684.0,34,36,2684.0,34,1998-06-29,173.0,67.0,England,Medium/Medium,70.75,62.0,66.0,Midfielder
edenhazard,2016,97,463,3072.0,36,36,8661.0,107,1991-01-07,173.66666666666666,74.33333333333333,Belgium,High/Medium,90.0,65.5,89.5,Forward
edenhazard,2018,19,463,3071.0,37,37,8661.0,107,1991-01-07,173.66666666666666,74.33333333333333,Belgium,High/Medium,90.0,65.5,89.5,Forward
edimilsonfernandes,2017,144,351,885.0,14,19,1992.0,42,1996-04-15,189.0,73.5,Switzerland,High/Medium,75.16666666666667,67.66666666666667,69.66666666666667,Midfielder
edinsoncavani,2020,42,234,1473.0,26,26,1473.0,26,1987-02-14,184.4,73.4,Uruguay,High/High,76.0,81.4,86.8,Forward
eliaquimmangala,2017,262,452,668.0,11,26,668.0,11,1991-02-13,187.0,84.0,France,Medium/High,67.16666666666667,82.5,77.5,Defender
eliaskachunga,2017,147,173,1378.0,19,20,2629.0,39,1992-04-22,178.0,74.0,DR Congo,High/Medium,80.5,69.16666666666667,70.33333333333333,Forward
emersonhyndman,2018,32,368,42.0,1,4,101.0,2,1996-04-09,170.66666666666666,61.0,United States,High/Medium,66.66666666666667,45.833333333333336,66.0,Midfielder
emilesmithrowe,2018,210,327,0.0,0,3,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder
emilesmithrowe,2019,25,327,102.0,2,4,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder
emilesmithrowe,2020,92,327,1493.0,20,23,1595.0,22,2000-07-28,182.0,64.0,England,High/Medium,78.0,46.0,64.66666666666667,Midfielder
emilkrafth,2019,151,226,1035.0,17,31,2380.0,33,1994-08-02,181.0,75.5,Sweden,High/Medium,75.0,70.83333333333333,72.16666666666667,Defender
emilkrafth,2020,52,226,1345.0,16,33,2380.0,33,1994-08-02,181.0,75.5,Sweden,High/Medium,75.0,70.83333333333333,72.16666666666667,Defender
emrecan,2016,39,187,2513.0,32,33,4712.0,58,1994-01-12,185.66666666666666,82.66666666666667,Germany,Medium/Medium,72.33333333333333,83.33333333333333,79.66666666666667,Midfielder
emrecan,2017,68,187,2199.0,26,29,4712.0,58,1994-01-12,185.66666666666666,82.66666666666667,Germany,Medium/Medium,72.33333333333333,83.33333333333333,79.66666666666667,Midfielder
endastevens,2019,12,80,3526.0,38,38,6376.0,68,1990-07-09,183.0,78.0,Republic of Ireland,High/Medium,70.66666666666667,68.0,70.0,Defender
endastevens,2020,68,80,2850.0,30,30,6376.0,68,1990-07-09,183.0,78.0,Republic of Ireland,High/Medium,70.66666666666667,68.0,70.0,Defender
ericbailly,2016,38,533,2170.0,25,27,5062.0,66,1994-04-12,186.66666666666666,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender
ericbailly,2017,121,533,1060.0,13,18,5062.0,66,1994-04-12,186.66666666666666,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender
ericbailly,2018,130,533,694.0,12,21,5062.0,66,1994-04-12,186.66666666666666,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender
ericbailly,2019,174,533,168.0,4,14,5062.0,66,1994-04-12,186.66666666666666,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender
ericbailly,2020,70,533,970.0,12,26,5062.0,66,1994-04-12,186.66666666666666,77.0,Ivory Coast,Medium/High,76.66666666666667,80.33333333333333,80.0,Defender
ericdier,2016,14,152,3209.0,36,37,11846.0,137,1994-01-15,188.66666666666666,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender
ericdier,2018,113,152,1579.0,20,24,11846.0,137,1994-01-15,188.66666666666666,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender
ericdier,2019,13,152,1426.0,19,32,11846.0,137,1994-01-15,188.66666666666666,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender
ericdier,2020,12,152,2660.0,28,37,11846.0,137,1994-01-15,188.66666666666666,88.16666666666667,England,Medium/High,61.5,83.0,78.5,Defender
erikdurm,2018,83,581,2177.0,28,30,2177.0,28,1992-05-12,182.83333333333334,71.66666666666667,Germany,High/Medium,79.16666666666667,70.5,75.16666666666667,Defender
eriklamela,2016,388,652,633.0,9,9,4686.0,101,1992-03-04,183.16666666666666,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder
eriklamela,2018,133,652,1032.0,19,22,4686.0,101,1992-03-04,183.16666666666666,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder
eriklamela,2019,78,652,1291.0,25,27,4686.0,101,1992-03-04,183.16666666666666,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder
eriklamela,2020,53,652,808.0,23,28,4686.0,101,1992-03-04,183.16666666666666,76.66666666666667,Argentina,High/High,76.66666666666667,66.66666666666667,80.0,Midfielder
erikpieters,2017,17,50,2860.0,31,32,9518.0,111,1988-08-07,183.16666666666666,85.66666666666667,Netherlands,Medium/High,66.33333333333333,78.33333333333333,74.33333333333333,Defender
erikpieters,2020,33,50,1345.0,20,32,9518.0,111,1988-08-07,183.16666666666666,85.66666666666667,Netherlands,Medium/High,66.33333333333333,78.33333333333333,74.33333333333333,Defender
ethanampadu,2017,123,370,15.0,1,12,2210.0,26,2000-09-14,182.66666666666666,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender
ethanampadu,2018,76,370,0.0,0,4,2210.0,26,2000-09-14,182.66666666666666,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender
ethanampadu,2020,39,370,2195.0,25,29,2210.0,26,2000-09-14,182.66666666666666,72.66666666666667,Wales,Medium/Medium,60.0,65.0,65.66666666666667,Defender
ezrikonsa,2019,17,29,2142.0,25,38,5469.0,61,1998-04-06,183.0,77.0,England,Medium/Medium,74.8,67.6,65.0,Defender
ezrikonsa,2020,12,29,3327.0,36,36,5469.0,61,1998-04-06,183.0,77.0,England,Medium/Medium,74.8,67.6,65.0,Defender
fabiandelph,2016,126,536,254.0,7,13,4426.0,64,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder
fabiandelph,2017,61,536,1826.0,22,25,4426.0,64,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder
fabiandelph,2018,60,536,771.0,11,17,4426.0,64,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder
fabiandelph,2019,205,536,1279.0,16,17,4426.0,64,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder
fabiandelph,2020,84,536,296.0,8,15,4426.0,64,1989-11-21,174.0,69.0,England,High/High,73.0,73.66666666666667,77.66666666666667,Midfielder
fabioborini,2016,112,201,1841.0,24,26,1841.0,24,1991-03-23,180.0,74.0,Italy,High/Medium,76.25,69.5,76.0,Forward
fikayotomori,2019,36,36,1358.0,15,27,1408.0,16,1997-12-19,185.0,75.6,England,Medium/Medium,76.2,67.4,67.2,Defender
florianlejeune,2017,28,515,2219.0,24,28,3795.0,42,1991-05-20,188.83333333333334,85.0,France,Medium/High,49.5,80.16666666666667,76.83333333333333,Defender
florianlejeune,2018,394,515,1110.0,12,13,3795.0,42,1991-05-20,188.83333333333334,85.0,France,Medium/High,49.5,80.16666666666667,76.83333333333333,Defender
florianlejeune,2019,86,515,466.0,6,12,3795.0,42,1991-05-20,188.83333333333334,85.0,France,Medium/High,49.5,80.16666666666667,76.83333333333333,Defender
florinandone,2019,702,818,147.0,3,3,1095.0,26,1993-04-11,180.66666666666666,78.0,Romania,High/High,76.0,78.0,75.83333333333333,Forward
florinandone,2020,64,818,0.0,0,1,1095.0,26,1993-04-11,180.66666666666666,78.0,Romania,High/High,76.0,78.0,75.83333333333333,Forward
floringardos,2016,95,95,0.0,0,3,0.0,0,1988-10-29,193.0,86.4,Romania,Medium/High,46.0,71.8,70.2,Defender
fraizercampbell,2016,77,77,214.0,12,24,214.0,12,1987-09-13,172.0,81.83333333333333,England,High/Medium,75.0,66.66666666666667,69.83333333333333,Forward
franciscoquelin,2016,33,411,1864.0,29,35,2045.0,36,1991-05-13,177.33333333333334,74.0,France,Medium/High,69.66666666666667,79.66666666666667,79.5,Midfielder
franciscoquelin,2017,232,411,181.0,7,19,2045.0,36,1991-05-13,177.33333333333334,74.0,France,Medium/High,69.66666666666667,79.66666666666667,79.5,Midfielder
fraserforster,2016,11,11,3610.0,38,38,6365.0,67,1988-03-17,201.0,92.5,England,Medium/Medium,,,76.0,Goalkeeper
frederikalves,2020,31,31,0.0,0,11,0.0,0,1999-11-08,189.0,78.0,Denmark,Medium/Medium,55.0,64.0,60.0,Defender
garethbale,2020,68,381,973.0,20,30,973.0,20,1989-07-16,184.0,77.83333333333333,Wales,High/Medium,92.66666666666667,76.33333333333333,87.0,Midfielder
garethbarry,2017,104,104,2022.0,25,25,4241.0,58,1981-02-23,183.0,78.5,England,Medium/High,34.75,75.0,77.75,Midfielder
garethmcauley,2016,92,147,3308.0,36,36,3799.0,45,1979-12-05,192.6,89.2,Northern Ireland,Low/High,35.0,71.0,74.0,Defender
garycahill,2018,142,317,32.0,2,10,9986.0,111,1985-12-19,193.0,86.66666666666667,England,Medium/Medium,54.666666666666664,76.0,80.83333333333333,Defender
garycahill,2019,36,317,2288.0,25,27,9986.0,111,1985-12-19,193.0,86.66666666666667,England,Medium/Medium,54.666666666666664,76.0,80.83333333333333,Defender
garycahill,2020,139,317,1900.0,20,27,9986.0,111,1985-12-19,193.0,86.66666666666667,England,Medium/Medium,54.666666666666664,76.0,80.83333333333333,Defender
garymadine,2018,16,16,57.0,5,12,57.0,5,1990-08-24,191.33333333333334,75.0,England,High/Low,57.666666666666664,77.83333333333333,67.0,Forward
geoffcameron,2016,126,160,1723.0,19,21,3332.0,39,1985-07-11,191.0,84.0,United States,Medium/Medium,62.5,76.33333333333333,74.0,Defender
geoffcameron,2017,34,160,1609.0,20,28,3332.0,39,1985-07-11,191.0,84.0,United States,Medium/Medium,62.5,76.33333333333333,74.0,Defender
georgebaldock,2020,24,24,2939.0,32,35,6549.0,70,1993-03-09,175.5,67.83333333333333,England,High/Medium,76.16666666666667,72.16666666666667,67.16666666666667,Defender
georgefriend,2016,104,463,2080.0,24,24,2080.0,24,1987-10-19,188.0,83.16666666666667,England,High/High,69.33333333333333,75.0,71.16666666666667,Midfielder
georginiowijnaldum,2016,25,94,3119.0,36,37,14630.0,179,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder
georginiowijnaldum,2017,11,94,2522.0,33,35,14630.0,179,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder
georginiowijnaldum,2018,47,94,2846.0,35,35,14630.0,179,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder
georginiowijnaldum,2019,11,94,3058.0,37,37,14630.0,179,1990-11-11,175.0,70.66666666666667,Netherlands,High/High,79.0,74.16666666666667,82.33333333333333,Midfielder
giovanilocelso,2019,55,197,1589.0,28,32,2574.0,46,1996-04-09,175.5,68.83333333333333,Argentina,High/High,74.16666666666667,64.16666666666667,74.33333333333333,Midfielder
giovanilocelso,2020,134,197,985.0,18,20,2574.0,46,1996-04-09,175.5,68.83333333333333,Argentina,High/High,74.16666666666667,64.16666666666667,74.33333333333333,Midfielder
glenjohnson,2016,85,85,2070.0,23,24,2641.0,32,1984-08-23,182.0,72.66666666666667,England,High/Low,75.0,74.0,76.33333333333333,Defender
glennmurray,2017,21,60,2300.0,35,36,5814.0,96,1983-09-25,184.2,82.4,England,Low/Medium,39.8,71.2,74.6,Forward
glennmurray,2018,27,60,2636.0,38,38,5814.0,96,1983-09-25,184.2,82.4,England,Low/Medium,39.8,71.2,74.6,Forward
glennmurray,2019,12,60,878.0,23,37,5814.0,96,1983-09-25,184.2,82.4,England,Low/Medium,39.8,71.2,74.6,Forward
glennwhelan,2016,12,26,2395.0,30,35,2395.0,30,1984-01-13,180.0,80.0,Republic of Ireland,Medium/High,42.333333333333336,71.5,72.33333333333333,Midfielder
gradydiangana,2020,43,70,1292.0,20,29,1948.0,37,1998-04-19,180.33333333333334,73.0,England,High/Medium,79.66666666666667,55.333333333333336,66.33333333333333,Midfielder
granitxhaka,2016,10,90,2666.0,32,33,14120.0,161,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder
granitxhaka,2017,9,90,3421.0,38,38,14120.0,161,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder
granitxhaka,2018,46,90,2626.0,29,31,14120.0,161,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder
granitxhaka,2019,25,90,2721.0,31,31,14120.0,161,1992-09-27,185.0,81.66666666666667,Switzerland,Medium/Medium,50.5,77.66666666666667,81.5,Midfielder
granthanley,2019,208,222,1332.0,15,18,1332.0,15,1991-11-20,188.33333333333334,79.33333333333333,Scotland,Low/Medium,60.0,74.33333333333333,71.0,Defender
gregcunningham,2018,26,2398,665.0,7,27,665.0,7,1991-01-31,183.0,70.0,Republic of Ireland,Medium/High,76.33333333333333,73.66666666666667,71.33333333333333,Defender
gregluer,2016,366,366,0.0,0,2,0.0,0,1994-12-06,180.0,73.0,England,High/Medium,71.33333333333333,55.333333333333336,58.333333333333336,Forward
guidocarrillo,2017,25,229,472.0,7,8,472.0,7,1991-05-25,190.33333333333334,87.33333333333333,Argentina,Medium/Medium,59.833333333333336,75.16666666666667,73.5,Forward
hakimziyech,2020,73,167,1224.0,23,28,1224.0,23,1993-03-19,180.33333333333334,67.5,Morocco,High/High,76.16666666666667,64.66666666666667,81.66666666666667,Midfielder
harrisonreed,2020,54,149,2371.0,31,32,2443.0,34,1995-01-27,173.83333333333334,72.33333333333333,England,Medium/High,66.33333333333333,68.16666666666667,69.5,Midfielder
harryarter,2016,6,191,3127.0,35,36,6214.0,73,1989-12-28,176.66666666666666,70.0,Republic of Ireland,High/High,64.16666666666667,74.33333333333333,74.16666666666667,Midfielder
harryarter,2018,99,191,2076.0,25,27,6214.0,73,1989-12-28,176.66666666666666,70.0,Republic of Ireland,High/High,64.16666666666667,74.33333333333333,74.16666666666667,Midfielder
harrykane,2016,73,309,2611.0,30,30,14341.0,159,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward
harrykane,2017,35,309,3223.0,37,37,14341.0,159,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward
harrykane,2018,93,309,2547.0,28,28,14341.0,159,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward
harrykane,2019,90,309,2721.0,29,29,14341.0,159,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward
harrykane,2020,18,309,3239.0,35,35,14341.0,159,1993-07-28,188.0,80.5,England,High/High,70.83333333333333,82.0,85.66666666666667,Forward
harrymaguire,2018,44,79,2830.0,31,32,15700.0,170,1993-03-05,192.0,93.0,England,High/High,47.666666666666664,82.0,77.33333333333333,Defender
harrymaguire,2020,35,79,3213.0,34,34,15700.0,170,1993-03-05,192.0,93.0,England,High/High,47.666666666666664,82.0,77.33333333333333,Defender
harrywilson,2019,20,74,1716.0,31,34,1716.0,31,1997-03-22,172.4,70.0,Wales,Medium/Medium,76.6,47.8,68.4,Midfielder
harrywinks,2016,59,340,620.0,21,27,6400.0,109,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.166666666666664,71.5,Midfielder
harrywinks,2017,186,340,830.0,16,21,6400.0,109,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.166666666666664,71.5,Midfielder
harrywinks,2018,81,340,1707.0,26,28,6400.0,109,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.166666666666664,71.5,Midfielder
harrywinks,2019,8,340,2332.0,31,36,6400.0,109,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.166666666666664,71.5,Midfielder
harrywinks,2020,6,340,911.0,15,30,6400.0,109,1996-02-02,176.66666666666666,71.0,England,Medium/High,71.33333333333333,62.166666666666664,71.5,Midfielder
harveybarnes,2020,122,122,2041.0,25,26,5286.0,80,1997-12-09,176.4,66.8,England,High/Medium,75.4,53.6,68.4,Midfielder
